Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Isabel Guialo,F,Angola,ANG,2012,London,Handball,Handball Women's Handball,No medal
Mariana Henriques,F,Angola,ANG,2012,London,Swimming,Swimming Women's 50 metres Freestyle,No medal
Nelson Henriques,M,Angola,ANG,2012,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",No medal
Nelson Henriques,M,Angola,ANG,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Felizarda Jorge,F,Angola,ANG,2012,London,Basketball,Basketball Women's Basketball,No medal
Lusa Kiala,F,Angola,ANG,2012,London,Handball,Handball Women's Handball,No medal
Marcelina Kiala,F,Angola,ANG,2012,London,Handball,Handball Women's Handball,No medal
Nadir Manuel,F,Angola,ANG,2012,London,Basketball,Basketball Women's Basketball,No medal
Nassiela Mauricio,F,Angola,ANG,2012,London,Basketball,Basketball Women's Basketball,No medal
Carolina Morais,F,Angola,ANG,2012,London,Handball,Handball Women's Handball,No medal
Antnia Fatima,F,Angola,ANG,2012,London,Judo,Judo Women's Middleweight,No medal
Fortunato Pacavira,M,Angola,ANG,2012,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Fortunato Pacavira,M,Angola,ANG,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Pedro Pinotes,M,Angola,ANG,2012,London,Swimming,Swimming Men's 400 metres Individual Medley,No medal
Marta Santos,F,Angola,ANG,2012,London,Handball,Handball Women's Handball,No medal
Lusa Toms,F,Angola,ANG,2012,London,Basketball,Basketball Women's Basketball,No medal
Astrida Vicente,F,Angola,ANG,2012,London,Basketball,Basketball Women's Basketball,No medal
Joelma Viegas,F,Angola,ANG,2012,London,Handball,Handball Women's Handball,No medal
Paixo Afonso,M,Angola,ANG,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,No medal
Teresa Almeida,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Neyde Barbosa,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Natlia Bernardo,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Cristina Branco,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Azenaide Carlos,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Magda Cazanga,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Joo Silva,M,Angola,ANG,2016,Rio de Janeiro,Shooting,Shooting Men's Trap,No medal
Wuta Dombaxi,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Janete Santos,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Isabel Guialo,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Albertina Kassoma,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Lusa Kiala,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Hermenegildo Leite,M,Angola,ANG,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal
Manuel Lelo,M,Angola,ANG,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,No medal
Juliana Machado,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Andr Matias,M,Angola,ANG,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Lurdes Monteiro,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Matias Montinho,M,Angola,ANG,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,No medal
Antnia Fatima,F,Angola,ANG,2016,Rio de Janeiro,Judo,Judo Women's Middleweight,No medal
Vilma Nenganga,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Liliana Neto,F,Angola,ANG,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal
Ana Nbrega,F,Angola,ANG,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,No medal
Pedro Pinotes,M,Angola,ANG,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,No medal
Jean-Luc Rasamoelina,M,Angola,ANG,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Liliana Venncio,F,Angola,ANG,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal
Paixao Afonso,M,Angola,ANG,2020,Tokyo,Sailing,Men's Two Person Dinghy - 470 Team,No medal
Teresa Almeida,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Azenaide Carlos,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Magda Cazanga,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Wuta Dombaxi,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Natalia Fonseca,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Salvador Gordo,M,Angola,ANG,2020,Tokyo,Swimming,Men's 100m Butterfly,No medal
Isabel Guialo,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Albertina Kassoma,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Juliana Machado,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Aveni Miguel,M,Angola,ANG,2020,Tokyo,Athletics,Men's 100m,No medal
Matias Montinho,M,Angola,ANG,2020,Tokyo,Sailing,Men's Two Person Dinghy - 470 Team,No medal
Diassonema Mucungui,F,Angola,ANG,2020,Tokyo,Judo,Women -57 kg,No medal
Stelvia Pascoal,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Helena Paulo,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Marilia Quizelete,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Natalia Santos,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Catarina Sousa,F,Angola,ANG,2020,Tokyo,Swimming,Women's 100m Freestyle,No medal
Helena Sousa,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Liliana Venancio,F,Angola,ANG,2020,Tokyo,Handball,Women Team,No medal
Manuela Paulo,F,Angola,ANG,2024,Paris,Sailing,Mixed Dinghy,No medal
Matias Montinho,M,Angola,ANG,2024,Paris,Sailing,Mixed Dinghy,No medal
Manuel Antonio,M,Angola,ANG,2024,Paris,Canoe Sprint,Men's Canoe Double 500m,No medal
Benilson Sanda,M,Angola,ANG,2024,Paris,Canoe Sprint,Men's Canoe Single 1000m,No medal
Benilson Sanda,M,Angola,ANG,2024,Paris,Canoe Sprint,Men's Canoe Double 500m,No medal
Andre Matias,M,Angola,ANG,2024,Paris,Rowing,Men's Single Sculls,No medal
Lia Lima,F,Angola,ANG,2024,Paris,Swimming,Women's 200m Butterfly,No medal
Henrique Mascarenhas,M,Angola,ANG,2024,Paris,Swimming,Men's 100m Freestyle,No medal
Marta Alberto,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Eliane Paulo,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Marilia Quizelete,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Chelcia Gabriel,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Dolores Rosario,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Liliane Mario,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Vilma Nenganga,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Juliana Machado,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Natalia Fonseca,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Azenaide Carlos,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Stelvia Pascoal,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Albertina Kassoma,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Helena Paulo,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Natalia Santos,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Filipe Andre,M,Angola,ANG,2024,Paris,Sailing,Men's Dinghy,No medal
Teresa Almeida,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Marcos Santos,M,Angola,ANG,2024,Paris,Athletics,Men's 100m,No medal
Edmilson Pedro,M,Angola,ANG,2024,Paris,Judo,Men -66 kg,No medal
Evelyn Farrell,F,Aruba,ARU,1988,Seoul,Athletics,Athletics Women's 100 metres,No medal
Evelyn Farrell,F,Aruba,ARU,1988,Seoul,Athletics,Athletics Women's 200 metres,No medal
Roswitha Lopez,F,Aruba,ARU,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,No medal
Roswitha Lopez,F,Aruba,ARU,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal
Victor Maduro,M,Aruba,ARU,1988,Seoul,Judo,Judo Men's Middleweight,No medal
Cornelia Melis,F,Aruba,ARU,1988,Seoul,Athletics,Athletics Women's Marathon,No medal
Jeffrey Nedd,M,Aruba,ARU,1988,Seoul,Boxing,Boxing Men's Light-Heavyweight,No medal
Austin Thomas,M,Aruba,ARU,1988,Seoul,Fencing,"Fencing Men's Foil, Individual",No medal
Austin Thomas,M,Aruba,ARU,1988,Seoul,Fencing,"Fencing Men's epee, Individual",No medal
Yvette Thuis,F,Aruba,ARU,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,No medal
Yvette Thuis,F,Aruba,ARU,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal
Hubert Wester,M,Aruba,ARU,1988,Seoul,Boxing,Boxing Men's Light-Welterweight,No medal
Lucien Dirksz,M,Aruba,ARU,1992,Barcelona,Cycling,"Cycling Men's Road Race, Individual",No medal
Roger Jurriens,M,Aruba,ARU,1992,Barcelona,Sailing,Sailing Men's Windsurfer,No medal
Cornelia Melis,F,Aruba,ARU,1992,Barcelona,Athletics,Athletics Women's Marathon,No medal
Kimball Reynierse,M,Aruba,ARU,1992,Barcelona,Athletics,Athletics Men's Marathon,No medal
Gerard Vliet,M,Aruba,ARU,1992,Barcelona,Cycling,"Cycling Men's Road Race, Individual",No medal
Lucien Dirksz,M,Aruba,ARU,1996,Atlanta,Cycling,"Cycling Men's Road Race, Individual",No medal
Isnardo Faro,M,Aruba,ARU,1996,Atlanta,Weightlifting,Weightlifting Men's Middleweight,No medal
Miguel Janssen,M,Aruba,ARU,1996,Atlanta,Athletics,Athletics Men's 200 metres,No medal
Davy Bisslik,M,Aruba,ARU,2000,Sydney,Swimming,Swimming Men's 50 metres Freestyle,No medal
Luz Geerman,F,Aruba,ARU,2000,Sydney,Athletics,Athletics Women's 100 metres,No medal
Richard Rodriguez,M,Aruba,ARU,2000,Sydney,Athletics,Athletics Men's Marathon,No medal
Roshendra Vrolijk,F,Aruba,ARU,2000,Sydney,Swimming,Swimming Women's 50 metres Freestyle,No medal
Javier Wanga,M,Aruba,ARU,2000,Sydney,Judo,Judo Men's Half-Lightweight,No medal
Davy Bisslik,M,Aruba,ARU,2004,Athina,Swimming,Swimming Men's 100 metres Butterfly,No medal
Pierre Windt,M,Aruba,ARU,2004,Athina,Athletics,Athletics Men's 100 metres,No medal
Isnardo Faro,M,Aruba,ARU,2004,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal
Roshendra Vrolijk,F,Aruba,ARU,2004,Athina,Swimming,Swimming Women's 50 metres Freestyle,No medal
Jan Roodzant,M,Aruba,ARU,2008,Beijing,Swimming,Swimming Men's 100 metres Freestyle,No medal
Fiderd Vis,M,Aruba,ARU,2008,Beijing,Judo,Judo Men's Half-Middleweight,No medal
Carl Henriquez,M,Aruba,ARU,2012,London,Weightlifting,Weightlifting Men's Super-Heavyweight,No medal
Jemal Grand,M,Aruba,ARU,2012,London,Swimming,Swimming Men's 100 metres Freestyle,No medal
Jayme Mata,M,Aruba,ARU,2012,London,Judo,Judo Men's Half-Lightweight,No medal
Daniella Berg,F,Aruba,ARU,2012,London,Swimming,Swimming Women's 800 metres Freestyle,No medal
Jayme Mata,M,Aruba,ARU,2016,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,No medal
Monica Rodriguez,F,Aruba,ARU,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,No medal
Allyson Ponson,F,Aruba,ARU,2016,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,No medal
Mikel Schreuders,M,Aruba,ARU,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,No medal
Philipine Aanholt,F,Aruba,ARU,2016,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,No medal
Nicole Velden,F,Aruba,ARU,2016,Rio de Janeiro,Sailing,Sailing Mixed Multihull,No medal
Thijs Visser,M,Aruba,ARU,2016,Rio de Janeiro,Sailing,Sailing Mixed Multihull,No medal
Philip Elhage,M,Aruba,ARU,2020,Tokyo,Shooting,10m Air Pistol Men,No medal
Allyson Ponson,F,Aruba,ARU,2020,Tokyo,Swimming,Women's 50m Freestyle,No medal
Mikel Schreuders,M,Aruba,ARU,2020,Tokyo,Swimming,Men's 100m Freestyle,No medal
Mikel Schreuders,M,Aruba,ARU,2020,Tokyo,Swimming,Men's 200m Freestyle,No medal
Mikel Schreuders,M,Aruba,ARU,2024,Paris,Swimming,Men's 100m Freestyle,No medal
Mikel Schreuders,M,Aruba,ARU,2024,Paris,Swimming,Men's 50m Freestyle,No medal
Ethan Westera,M,Aruba,ARU,2024,Paris,Sailing,Men's Windsurfing,No medal
van Just,M,Aruba,ARU,2024,Paris,Sailing,Men's Dinghy,No medal
Phili Elhage,M,Aruba,ARU,2024,Paris,Shooting,10m Air Pistol Men,No medal
Shanayah Howell,F,Aruba,ARU,2024,Paris,Cycling BMX Racing,Women,No medal
Chloe Farro,F,Aruba,ARU,2024,Paris,Swimming,Women's 50m Freestyle,No medal
Saidur Dawn,M,Bangladesh,BAN,1984,Los Angeles,Athletics,Athletics Men's 100 metres,No medal
Saidur Dawn,M,Bangladesh,BAN,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal
Mohamed Alam,M,Bangladesh,BAN,1988,Seoul,Athletics,Athletics Men's 200 metres,No medal
Mohamed Alam,M,Bangladesh,BAN,1988,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Shahanuddin Choudhury,M,Bangladesh,BAN,1988,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Shahanuddin Choudhury,M,Bangladesh,BAN,1988,Seoul,Athletics,Athletics Men's Long Jump,No medal
Mohamed Jalal,M,Bangladesh,BAN,1988,Seoul,Athletics,Athletics Men's 100 metres,No medal
Mohamed Jalal,M,Bangladesh,BAN,1988,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Mohamed Milzer,M,Bangladesh,BAN,1988,Seoul,Athletics,Athletics Men's 400 metres,No medal
Mohamed Milzer,M,Bangladesh,BAN,1988,Seoul,Athletics,Athletics Men's 800 metres,No medal
Mohamed Milzer,M,Bangladesh,BAN,1988,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Bazlur Rahman,M,Bangladesh,BAN,1988,Seoul,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Salam Salam,M,Bangladesh,BAN,1988,Seoul,Swimming,Swimming Men's 100 metres Butterfly,No medal
Golam Ambia,M,Bangladesh,BAN,1992,Barcelona,Athletics,Athletics Men's 100 metres,No medal
Golam Ambia,M,Bangladesh,BAN,1992,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Shahanuddin Choudhury,M,Bangladesh,BAN,1992,Barcelona,Athletics,Athletics Men's 200 metres,No medal
Shahanuddin Choudhury,M,Bangladesh,BAN,1992,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Mohamed Hasan,M,Bangladesh,BAN,1992,Barcelona,Athletics,Athletics Men's 400 metres,No medal
Mohamed Hasan,M,Bangladesh,BAN,1992,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Mohamed Jalal,M,Bangladesh,BAN,1992,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Shahana Parveen,F,Bangladesh,BAN,1992,Barcelona,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal
Mohamed Rahman,M,Bangladesh,BAN,1992,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Saiful Alam,M,Bangladesh,BAN,1996,Atlanta,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Karar Rahman,M,Bangladesh,BAN,1996,Atlanta,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Bimal Tarafdar,M,Bangladesh,BAN,1996,Atlanta,Athletics,Athletics Men's 100 metres,No medal
Nilufar Yasmin,F,Bangladesh,BAN,1996,Atlanta,Athletics,Athletics Women's Long Jump,No medal
Doli Akhtar,F,Bangladesh,BAN,2000,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,No medal
Mohamed Alam,M,Bangladesh,BAN,2000,Sydney,Athletics,Athletics Men's 200 metres,No medal
Foujia Huda,F,Bangladesh,BAN,2000,Sydney,Athletics,Athletics Women's 100 metres,No medal
Karar Islam,M,Bangladesh,BAN,2000,Sydney,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Sabrina Sultana,F,Bangladesh,BAN,2000,Sydney,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal
Sabrina Sultana,F,Bangladesh,BAN,2000,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal
Doli Akhtar,F,Bangladesh,BAN,2004,Athina,Swimming,Swimming Women's 50 metres Freestyle,No medal
Ahmed Jewel,M,Bangladesh,BAN,2004,Athina,Swimming,Swimming Men's 50 metres Freestyle,No medal
Muhammad Khan,M,Bangladesh,BAN,2004,Athina,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Mohammad Shamsuddin,M,Bangladesh,BAN,2004,Athina,Athletics,Athletics Men's 100 metres,No medal
Mohamed Abdullah,M,Bangladesh,BAN,2008,Beijing,Athletics,Athletics Men's 100 metres,No medal
Doli Akhtar,F,Bangladesh,BAN,2008,Beijing,Swimming,Swimming Women's 50 metres Freestyle,No medal
Mohammad Hossain,M,Bangladesh,BAN,2008,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Beauty Nahar,F,Bangladesh,BAN,2008,Beijing,Athletics,Athletics Women's 100 metres,No medal
Mohammed Rana,M,Bangladesh,BAN,2008,Beijing,Swimming,Swimming Men's 100 metres Backstroke,No medal
Quazi Caesar,M,Bangladesh,BAN,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Quazi Caesar,M,Bangladesh,BAN,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Quazi Caesar,M,Bangladesh,BAN,2012,London,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Mohan Khan,M,Bangladesh,BAN,2012,London,Athletics,Athletics Men's 100 metres,No medal
Mohammed Milon,M,Bangladesh,BAN,2012,London,Archery,Archery Men's Individual,No medal
Mohammad Rahman,M,Bangladesh,BAN,2012,London,Swimming,Swimming Men's 50 metres Freestyle,No medal
Sharmin Ratna,F,Bangladesh,BAN,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal
Masbah Ahmmed,M,Bangladesh,BAN,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal
Sonia Aktar,F,Bangladesh,BAN,2016,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,No medal
Shirin Akter,F,Bangladesh,BAN,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal
Abdullah Baki,M,Bangladesh,BAN,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Mohammad Rahman,M,Bangladesh,BAN,2016,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,No medal
Mohammad Rahman,M,Bangladesh,BAN,2016,Rio de Janeiro,Golf,Golf Men's Individual,No medal
Shamoli Ray,F,Bangladesh,BAN,2016,Rio de Janeiro,Archery,Archery Women's Individual,No medal
Junayna Ahmed,F,Bangladesh,BAN,2020,Tokyo,Swimming,Women's 50m Freestyle,No medal
Hel Baki,M,Bangladesh,BAN,2020,Tokyo,Shooting,10m Air Rifle Men,No medal
Ariful Islam,M,Bangladesh,BAN,2020,Tokyo,Swimming,Men's 50m Freestyle,No medal
Jahir Rayhan,M,Bangladesh,BAN,2020,Tokyo,Athletics,Men's 400m,No medal
Ruman Shana,M,Bangladesh,BAN,2020,Tokyo,Archery,Men's Individual,No medal
Ruman Shana,M,Bangladesh,BAN,2020,Tokyo,Archery,Mixed Team,No medal
Diya Siddique,F,Bangladesh,BAN,2020,Tokyo,Archery,Women's Individual,No medal
Diya Siddique,F,Bangladesh,BAN,2020,Tokyo,Archery,Mixed Team,No medal
Islam Rafi,M,Bangladesh,BAN,2024,Paris,Swimming,Men's 100m Freestyle,No medal
Sagor Islam,M,Bangladesh,BAN,2024,Paris,Archery,Men's Individual,No medal
Imranur Rahman,M,Bangladesh,BAN,2024,Paris,Athletics,Men's 100m,No medal
Sonia Khatun,F,Bangladesh,BAN,2024,Paris,Swimming,Women's 50m Freestyle,No medal
Islam Robiul,M,Bangladesh,BAN,2024,Paris,Shooting,10m Air Rifle Men,No medal
Leopold Agbazo,M,Benin,BEN,1972,Munich,Boxing,Boxing Men's Bantamweight,No medal
Ibrahima Idrissou,M,Benin,BEN,1972,Munich,Athletics,Athletics Men's 400 metres,No medal
Meriga Seriki,M,Benin,BEN,1972,Munich,Boxing,Boxing Men's Light-Flyweight,No medal
Firmin Abissi,M,Benin,BEN,1980,Moskva,Boxing,Boxing Men's Bantamweight,No medal
Barthelmy Adoukonu,M,Benin,BEN,1980,Moskva,Boxing,Boxing Men's Featherweight,No medal
Aurlien Agnan,M,Benin,BEN,1980,Moskva,Boxing,Boxing Men's Light-Welterweight,No medal
Pascal Aho,M,Benin,BEN,1980,Moskva,Athletics,Athletics Men's 100 metres,No medal
Pascal Aho,M,Benin,BEN,1980,Moskva,Athletics,Athletics Men's 200 metres,No medal
Amadou Alimi,M,Benin,BEN,1980,Moskva,Athletics,"Athletics Men's 5,000 metres",No medal
Adam Assimi,M,Benin,BEN,1980,Moskva,Athletics,Athletics Men's 800 metres,No medal
Edwige Bancole,F,Benin,BEN,1980,Moskva,Athletics,Athletics Women's 100 metres,No medal
Henri Dagba,M,Benin,BEN,1980,Moskva,Athletics,Athletics Men's Triple Jump,No medal
Inoussa Dangou,M,Benin,BEN,1980,Moskva,Athletics,Athletics Men's Javelin Throw,No medal
Damien Degboe,M,Benin,BEN,1980,Moskva,Athletics,"Athletics Men's 1,500 metres",No medal
tienne Gbodolle,M,Benin,BEN,1980,Moskva,Boxing,Boxing Men's Middleweight,No medal
Roger Houangni,M,Benin,BEN,1980,Moskva,Boxing,Boxing Men's Light-Middleweight,No medal
Lopold Hounkanrin,M,Benin,BEN,1980,Moskva,Athletics,Athletics Men's 400 metres,No medal
Thophile Hounou,M,Benin,BEN,1980,Moskva,Athletics,Athletics Men's Long Jump,No medal
Patrice Martin,M,Benin,BEN,1980,Moskva,Boxing,Boxing Men's Lightweight,No medal
Pierre Sotoumey,M,Benin,BEN,1980,Moskva,Boxing,Boxing Men's Welterweight,No medal
Firmin Abissi,M,Benin,BEN,1984,Los Angeles,Boxing,Boxing Men's Bantamweight,No medal
Dieudonne Boco,M,Benin,BEN,1984,Los Angeles,Boxing,Boxing Men's Welterweight,No medal
